Id,Concessionaria,AnoDoPnvSnv,TipoDeRadar,Rodovia,Uf,Km_m,Municipio,TipoPista,Sentido,Situacao,DataDaInativacao,Latitude,Longitude,VelocidadeLeve
1,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"483,700",Betim,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,959486","-44,085386",80
2,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"493,290",Betim,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-19,964349","-44,171924",80
3,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"525,350",Brumadinho,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,146664","-44,323897",80
4,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"528,350",Brumadinho,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,167194","-44,334434",80
5,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"568,890",Itaguara,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,410679","-44,526628",80
6,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"618,360",Oliveira,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-20,740356","-44,771520",80
7,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"643,224",Santo Antônio do Amparo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,921689","-44,871470",80
8,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"653,740",Santo Antônio do Amparo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-20,921689","-44,871470",80
9,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"712,760",Carmo da Cachoeira,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,372782","-45,190037",80
10,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"886,250",Estiva,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,510753","-46,018149",80
11,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"907,720",Cambuí,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,676048","-46,098030",80
12,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"920,800",Camanducaia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,760561","-46,167674",80
13,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"923,380",Camanducaia,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,774380","-46,185834",80
14,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"59,795",Mairiporã,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-23,289138","-46,587920",80
15,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"70,200",Mairiporã,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-23,349188","-46,556532",80
16,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"73,060",São Paulo,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-23,368741","-46,554044",80
17,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"75,650",São Paulo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-23,384708","-46,564716",80
18,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"76,400",São Paulo,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-23,387687","-46,569328",80
19,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"78,200",São Paulo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-23,401335","-46,575964",80
20,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"58,805",Campos dos Goytacazes,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,713412","-41,308561",60
21,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"55,389",Campos dos Goytacazes,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-21,681822","-41,310949",60
22,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"55,520",Campos dos Goytacazes,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-21,683290","-41,310890",60
23,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"184,600",Casimiro de Abreu,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,429729","-42,031134",80
24,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"282,560",Itaboraí,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,735698","-42,801862",60
25,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"283,310",Itaboraí,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,738801","-42,806988",60
26,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"293,500",Itaboraí,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,755539","-42,888149",60
27,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"293,700",Itaboraí,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,755202","-42,890633",60
28,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"298,300",Itaboraí,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,772149","-42,933291",100
29,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"298,650",Itaboraí,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,773498","-42,935548",100
30,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"313,000",São Gonçalo,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-22,809907","-43,068761",100
31,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"314,400",São Gonçalo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,817695","-43,079165",100
32,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"316,400",São Gonçalo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-22,830783","-43,093638",100
33,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"650,800",Tijucas do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,845100","-49,072600",60
34,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"147,400",Itapema,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,095852","-48,618677",40
35,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"147,450",Itapema,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,096244","-48,618310",40
36,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"202,750",São José,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,563206","-48,615763",60
37,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"208,053",São José,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,603294","-48,631939",60
38,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"665,270",Guaratuba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-25,861556","-48,950722",60
39,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"141,460",Balneário Camboriú,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,051844","-48,600036",60
40,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"175,260",Biguaçu,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,340886","-48,627872",80
41,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"233,565",Palhoça,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,807475","-48,638678",60
42,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"233,750",Palhoça,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,808489","-48,638497",60
43,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"652,690",Tijucas do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,842214","-49,056146",80
44,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"656,000",Tijucas do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,840020","-49,027230",80
45,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"657,000",Tijucas do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,840074","-49,018358",80
46,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"664,074",Guaratuba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,853983","-48,957811",60
47,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"665,830",Guaratuba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-25,865283","-48,949139",60
48,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"665,760",Guaratuba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,863714","-48,942796",60
49,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"667,010",Guaratuba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,860241","-48,937593",60
50,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"671,000",Guaratuba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-25,892288","-48,932440",80
51,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"190,800",Biguaçu,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,475534","-48,640839",100
52,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"191,480",Biguaçu,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,480122","-48,644851",100
53,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"202,625",São José,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,562118","-48,616194",100
54,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"203,583",São José,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,570346","-48,613682",100
55,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"205,150",São José,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,584371","-48,615787",100
56,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"206,700",São José,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,597955","-48,620502",100
57,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"208,713",São José,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,608003","-48,637017",100
58,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"209,110",São José,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,610782","-48,639453",100
59,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"210,750",São José,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,621765","-48,650873",100
60,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"212,790",Palhoça,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,635501","-48,663834",100
61,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"213,750",Palhoça,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,642355","-48,669143",100
62,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"214,950",Palhoça,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,651552","-48,675658",100
63,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"664,773",Guaratuba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-25,858200","-48,951200",60
64,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"667,013",Guaratuba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-25,863700","-48,934800",60
65,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"668,334",Guaratuba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-25,869300","-48,934100",60
66,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"668,880",Guaratuba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-25,874900","-48,936300",60
67,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"48,770",Joinville,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-26,380200","-48,851600",80
68,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"50,510",Joinville,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-26,390350","-48,839967",80
69,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"140,480",Balneário Camboriú,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,042947","-48,599675",60
70,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"114,800",Itajaí,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-26,869883","-48,729797",40
71,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"114,900",Itajaí,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-26,883453","-48,724089",40
72,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"116,500",Itajaí,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,511425","-48,642764",40
73,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"196,050",Biguaçu,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,512006","-48,642081",40
74,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"196,150",Biguaçu,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,532914","-48,630986",40
75,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"198,800",São José,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,558233","-48,618350",60
76,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"203,850",São José,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,572569","-48,613778",60
77,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"204,250",São José,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,576306","-48,613381",60
78,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"204,750",São José,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,580361","-48,614436",40
79,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"204,770",São José,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,580619","-48,614444",40
80,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"209,150",São José,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,610039","-48,638892",60
81,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"209,900",São José,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,616022","-48,644975",60
82,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"210,700",São José,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,621294","-48,650333",60
83,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"212,300",Palhoça,Marginal,Crescente,Ativo,01/01/1900 00:00:00,"-27,632003","-48,661075",40
84,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"212,350",Palhoça,Marginal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,632314","-48,661422",40
